provider,gpu,provider_family,gpu_family,future_market_regime,model_name,predicted_market_regime,prediction_correct,evaluation_split
runpod,RTX 4080 SUPER,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX 4090,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX 5000 Ada,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX 5080,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX 5090,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX 6000 Ada,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX A2000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX A4000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX A4500,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX A5000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX A6000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX PRO 4000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX PRO 4500,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX PRO 5000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX PRO 6000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX PRO 6000 MaxQ,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,RTX PRO 6000 WK,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,Tesla V100,gpu_marketplace_family,legacy_datacenter_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,V100 SXM2,gpu_marketplace_family,legacy_datacenter_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod,unknown,gpu_marketplace_family,unknown_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,A100 PCIe,gpu_marketplace_family,A100_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,A100 SXM,gpu_marketplace_family,A100_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,A100 SXM 40GB,gpu_marketplace_family,A100_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,A40,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,B200,gpu_marketplace_family,B200_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,B300,gpu_marketplace_family,B300_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,B300 MIG 34GB,gpu_marketplace_family,B300_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,H100 NVL,gpu_marketplace_family,H100_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,H100 PCIe,gpu_marketplace_family,H100_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,H100 SXM,gpu_marketplace_family,H100_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,H200 NVL,gpu_marketplace_family,H200_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,H200 SXM,gpu_marketplace_family,H200_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,L4,gpu_marketplace_family,L4_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,L40,gpu_marketplace_family,L40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,L40S,gpu_marketplace_family,L40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,MI300X,gpu_marketplace_family,AMD_MI300_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,NVIDIA GeForce GTX 1050,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,NVIDIA GeForce GTX 1050 Ti,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,PRO 6000 MIG 24GB,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,PRO 6000 MIG 48GB,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 2000 Ada,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 3070,gpu_marketplace_family,RTX30_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 3080,gpu_marketplace_family,RTX30_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 3080 Ti,gpu_marketplace_family,RTX30_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 3090,gpu_marketplace_family,RTX30_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 3090 Ti,gpu_marketplace_family,RTX30_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 4000 Ada,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 4000 Ada SFF,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 4070 Ti,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 4080,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 4080 SUPER,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 4090,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 5000 Ada,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 5080,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 5090,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX 6000 Ada,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX A2000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX A4000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX A4500,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX A5000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX A6000,gpu_marketplace_family,RTX_A_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX PRO 4000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX PRO 4500,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX PRO 5000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX PRO 6000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX PRO 6000 MaxQ,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,RTX PRO 6000 WK,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,Tesla V100,gpu_marketplace_family,legacy_datacenter_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,V100 SXM2,gpu_marketplace_family,legacy_datacenter_family,tight_market,random_forest_model_v1,tight_market,True,train
runpod_real,unknown,gpu_marketplace_family,unknown_family,tight_market,random_forest_model_v1,tight_market,True,train
vast,A100 PCIE,gpu_marketplace_family,A100_family,tight_market,random_forest_model_v1,tight_market,True,train
vast,A800 PCIE,gpu_marketplace_family,A100_family,tight_market,random_forest_model_v1,tight_market,True,train
vast,B200,gpu_marketplace_family,B200_family,tight_market,random_forest_model_v1,tight_market,True,train
vast,H100 NVL,gpu_marketplace_family,H100_family,capacity_crunch,random_forest_model_v1,tight_market,False,validation
vast,H100 SXM,gpu_marketplace_family,H100_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,H200,gpu_marketplace_family,H200_family,volatile_market,random_forest_model_v1,tight_market,False,validation
vast,H200 NVL,gpu_marketplace_family,H200_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 3090,gpu_marketplace_family,RTX30_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 4070S Ti,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 4090,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 4090D,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 5060,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 5060 Ti,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 5070,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 5070 Ti,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 5080,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX 5090,gpu_marketplace_family,RTX50_family,volatile_market,random_forest_model_v1,tight_market,False,validation
vast,RTX 6000Ada,gpu_marketplace_family,other_gpu_family,capacity_crunch,random_forest_model_v1,tight_market,False,validation
vast,RTX PRO 4000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast,RTX PRO 5000,gpu_marketplace_family,other_gpu_family,capacity_crunch,random_forest_model_v1,tight_market,False,validation
vast,RTX PRO 6000 S,gpu_marketplace_family,other_gpu_family,volatile_market,random_forest_model_v1,tight_market,False,validation
vast,RTX PRO 6000 WS,gpu_marketplace_family,other_gpu_family,volatile_market,random_forest_model_v1,tight_market,False,validation
vast,Tesla V100,gpu_marketplace_family,legacy_datacenter_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast_real,A100 PCIE,gpu_marketplace_family,A100_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast_real,A800 PCIE,gpu_marketplace_family,A100_family,tight_market,random_forest_model_v1,tight_market,True,validation
vast_real,B200,gpu_marketplace_family,B200_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,B300,gpu_marketplace_family,B300_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,H100 NVL,gpu_marketplace_family,H100_family,capacity_crunch,random_forest_model_v1,tight_market,False,test
vast_real,H100 SXM,gpu_marketplace_family,H100_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,H200,gpu_marketplace_family,H200_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,H200 NVL,gpu_marketplace_family,H200_family,capacity_crunch,random_forest_model_v1,tight_market,False,test
vast_real,RTX 3090,gpu_marketplace_family,RTX30_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 4070,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 4070S Ti,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 4090,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 4090D,gpu_marketplace_family,RTX40_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 5060,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 5060 Ti,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 5070,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 5070 Ti,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 5080,gpu_marketplace_family,RTX50_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX 5090,gpu_marketplace_family,RTX50_family,volatile_market,random_forest_model_v1,tight_market,False,test
vast_real,RTX 6000Ada,gpu_marketplace_family,other_gpu_family,capacity_crunch,random_forest_model_v1,tight_market,False,test
vast_real,RTX PRO 4000,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,RTX PRO 5000,gpu_marketplace_family,other_gpu_family,capacity_crunch,random_forest_model_v1,tight_market,False,test
vast_real,RTX PRO 6000 S,gpu_marketplace_family,other_gpu_family,volatile_market,random_forest_model_v1,tight_market,False,test
vast_real,RTX PRO 6000 WS,gpu_marketplace_family,other_gpu_family,tight_market,random_forest_model_v1,tight_market,True,test
vast_real,Tesla V100,gpu_marketplace_family,legacy_datacenter_family,tight_market,random_forest_model_v1,tight_market,True,test
